order_id,customer_id,product_id,product_name,price,quantity,region,status,timestamp,date
e4da2a92-cab9-45b2-adf8-24689249bb90,C196,P001,Laptop,120.0,1,North,placed,2025-04-09 10:18:17,2025-04-09
e9588fe7-0af3-4d23-8440-8b531275444b,C356,P001,Headphones,150.0,5,North,cancelled,2025-04-09 10:18:19,2025-04-09
dfa10c85-ac6c-478c-a4b3-079506014e02,C973,P001,Phone,600.0,4,West,placed,2025-04-09 10:18:21,2025-04-09
7f60c64c-cea4-44c7-ba45-c2d181f9df1f,C797,P001,Shoes,120.0,3,North,cancelled,2025-04-09 10:18:23,2025-04-09
7728da86-23f5-4b73-8138-f0ffe14d4394,C675,P003,Shoes,1000.0,4,North,placed,2025-04-09 10:18:25,2025-04-09
7b0a20f5-d97b-4214-abbd-787954c4cc49,C753,P001,Shoes,1000.0,1,North,placed,2025-04-09 10:18:27,2025-04-09
2abb31f3-41e6-475c-a8df-bd294b6ca42a,C309,P002,Phone,1000.0,1,South,shipped,2025-04-09 10:18:29,2025-04-09
083069ce-7729-45d4-8197-0cbd4b0a9ff1,C254,P001,Shoes,120.0,1,North,cancelled,2025-04-09 10:18:31,2025-04-09
637a4eb8-a702-46e6-b264-b8faad46039d,C472,P004,Laptop,120.0,5,North,placed,2025-04-09 10:18:33,2025-04-09
d8d2103b-fbd9-4397-afc5-4213f7dc24cb,C939,P001,Headphones,150.0,4,North,shipped,2025-04-09 10:18:35,2025-04-09
a7e74515-01d9-4703-b31f-1e7738ce0313,C455,P004,Headphones,120.0,3,South,shipped,2025-04-09 10:18:37,2025-04-09
5400eab3-6a16-4122-8467-862a01b20406,C825,P003,Headphones,600.0,2,West,cancelled,2025-04-09 10:18:39,2025-04-09
79ef2f96-554b-4a3c-9c04-90759a5f81ff,C550,P004,Laptop,1000.0,1,West,shipped,2025-04-09 10:18:41,2025-04-09
44a39c13-3f72-40e3-a829-c7c6e5a50062,C668,P004,Headphones,150.0,5,West,shipped,2025-04-09 10:18:43,2025-04-09
5e020a22-6875-4179-9f82-f27383a7627d,C811,P004,Laptop,600.0,4,South,placed,2025-04-09 10:18:45,2025-04-09
848106f1-2773-4e86-871e-b8816a61f8a2,C462,P001,Headphones,150.0,1,North,shipped,2025-04-09 10:18:47,2025-04-09
e83f42f1-c942-4e62-8bf7-9ae569ac0077,C227,P004,Phone,150.0,2,South,shipped,2025-04-09 10:18:49,2025-04-09
df54c0b7-742e-4695-89e5-f71f6ce7e43d,C822,P003,Laptop,150.0,5,West,cancelled,2025-04-09 10:18:51,2025-04-09
cc334825-211d-46e7-b0d9-d01d6405b264,C749,P001,Phone,150.0,5,West,placed,2025-04-09 10:18:53,2025-04-09
2bceb067-004d-4a07-8984-8b0afeed0d4f,C101,P001,Laptop,150.0,2,West,shipped,2025-04-09 10:18:55,2025-04-09
cbf7018e-07ea-4161-bde2-2e3f279211ef,C490,P004,Shoes,1000.0,2,East,placed,2025-04-09 10:18:57,2025-04-09
c87fbbc9-78d6-4bb1-8501-0f4431a39a5b,C846,P003,Laptop,120.0,1,East,cancelled,2025-04-09 10:18:59,2025-04-09
69b35bec-22d3-450c-9251-ec7627a34183,C101,P004,Shoes,120.0,4,North,cancelled,2025-04-09 10:19:01,2025-04-09
652bf04c-8448-4868-a331-0d81fd05bd6d,C197,P004,Shoes,1000.0,4,East,placed,2025-04-09 10:19:03,2025-04-09
86b13bfe-2fb8-4720-95f5-867a0a928fdf,C645,P001,Laptop,120.0,3,South,placed,2025-04-09 10:19:05,2025-04-09
ce27b018-6fd5-4da2-a854-5cac406af1c6,C109,P002,Phone,600.0,5,West,shipped,2025-04-09 10:19:07,2025-04-09
a64e8e27-c185-43a0-8e5d-84f4b1034605,C560,P004,Headphones,150.0,5,North,shipped,2025-04-09 10:19:09,2025-04-09
81973e34-6041-4fd0-9914-f4cab1fb9b1a,C523,P002,Shoes,120.0,5,East,cancelled,2025-04-09 10:19:11,2025-04-09
7ded6834-b6b1-40f6-b916-85403d7c55e0,C450,P001,Phone,1000.0,1,East,cancelled,2025-04-09 10:19:13,2025-04-09
acffa3e7-cdd3-46ad-816a-565aba9d09d5,C944,P003,Headphones,600.0,3,South,placed,2025-04-09 10:19:15,2025-04-09
08c5cc04-eb7a-4965-bfdb-a66de135305e,C801,P004,Headphones,600.0,3,North,cancelled,2025-04-09 10:19:17,2025-04-09
41f1a6e6-2969-4fff-8c90-18c4af16f701,C918,P004,Shoes,150.0,2,South,cancelled,2025-04-09 10:19:19,2025-04-09
1b2d1868-e24c-42b8-84e4-79232fb7df74,C480,P004,Shoes,600.0,4,West,cancelled,2025-04-09 10:19:21,2025-04-09
1d62c250-ee4a-4e1b-8d99-ac53c4eb3f3e,C503,P004,Laptop,150.0,3,West,placed,2025-04-09 10:19:23,2025-04-09
d439b0ad-fa59-4a7a-b99e-0dda41bccecf,C215,P003,Phone,120.0,5,West,placed,2025-04-09 10:19:25,2025-04-09
fb653f3c-76cd-4170-a6d9-c3fc0d550287,C617,P001,Shoes,120.0,2,North,shipped,2025-04-09 10:19:27,2025-04-09
069b05a7-60c6-4393-9769-8d32c003f679,C829,P004,Shoes,1000.0,4,North,cancelled,2025-04-09 10:19:29,2025-04-09
8f2593b7-b79d-4f9f-b4c8-3b7601a0522a,C449,P001,Shoes,150.0,3,East,shipped,2025-04-09 10:19:31,2025-04-09
b3541de3-2ccc-4812-aa3a-356bcc19d8d2,C778,P001,Headphones,120.0,4,East,cancelled,2025-04-09 10:19:33,2025-04-09
3ac1e74b-be13-4543-892a-ff412f1a624c,C668,P003,Shoes,1000.0,1,East,shipped,2025-04-09 10:19:35,2025-04-09
8c7c1fa6-2dfe-4d81-afa4-fcb4581eeea9,C149,P004,Shoes,120.0,3,South,shipped,2025-04-09 10:19:37,2025-04-09
94251861-8dc7-436d-b530-7b46455a21ef,C119,P003,Phone,150.0,2,West,placed,2025-04-09 10:19:39,2025-04-09
b3ad803a-824d-44ed-a909-4f1e93217af0,C360,P004,Phone,150.0,3,North,cancelled,2025-04-09 10:19:41,2025-04-09
d9b3f22b-24a2-4b59-981d-1e2d16409fcb,C634,P002,Shoes,1000.0,2,North,cancelled,2025-04-09 10:19:43,2025-04-09
ea7bed95-c644-48c9-8667-c0accbb8ba89,C449,P003,Laptop,120.0,2,East,shipped,2025-04-09 10:19:45,2025-04-09
c6133c00-8b01-41b7-84f7-aa2325e40446,C234,P003,Phone,150.0,5,East,cancelled,2025-04-09 10:19:47,2025-04-09
e2d2aa8e-257d-4200-a874-9dc37d6db19c,C599,P001,Headphones,120.0,3,West,placed,2025-04-09 10:19:49,2025-04-09
fee8be17-aa70-463b-b422-287ac81527ff,C240,P001,Headphones,120.0,3,East,cancelled,2025-04-09 10:19:51,2025-04-09
3025c9bc-6aeb-43d9-bda3-c2dbbc21a667,C606,P002,Phone,600.0,2,West,placed,2025-04-09 10:19:53,2025-04-09
d1cd7cc8-eb4d-4fac-b59c-389d79898eff,C792,P002,Headphones,1000.0,5,South,shipped,2025-04-09 10:19:55,2025-04-09
e65def2b-ee77-44f9-8666-3512a75ec623,C540,P002,Laptop,120.0,4,West,cancelled,2025-04-09 10:19:57,2025-04-09
4b926d1e-0f1e-469a-b44c-a14b9048cfda,C484,P003,Headphones,150.0,3,North,cancelled,2025-04-09 10:19:59,2025-04-09
c0a3a7ef-c67b-4809-8ec2-e4f855349e8c,C488,P003,Headphones,1000.0,3,West,cancelled,2025-04-09 10:20:01,2025-04-09
3979c935-ac1e-4b91-a17b-07bf37d7bdbd,C679,P003,Shoes,150.0,4,North,placed,2025-04-09 10:20:03,2025-04-09
d639e45c-8c9a-4bdb-8184-8bdb9ebd9200,C201,P003,Laptop,150.0,2,South,cancelled,2025-04-09 10:20:05,2025-04-09
22cc28f5-5a0e-4307-afd0-bf58dec23902,C364,P001,Shoes,150.0,5,West,cancelled,2025-04-09 10:20:07,2025-04-09
594bb6b2-7126-4584-87ee-ed1e8bb591e0,C566,P004,Phone,150.0,5,West,shipped,2025-04-09 10:20:09,2025-04-09
44e3f1be-172b-4057-964c-57e208067f32,C472,P003,Laptop,600.0,2,South,shipped,2025-04-09 10:20:11,2025-04-09
69476b70-18f6-4387-9934-cec3b7b27bbb,C572,P003,Laptop,600.0,5,North,shipped,2025-04-09 10:20:13,2025-04-09
0ede6336-483d-4e10-98fe-5144ecbcc6b0,C678,P004,Shoes,1000.0,3,East,cancelled,2025-04-09 10:20:15,2025-04-09
f75a9901-0c59-4931-8ca7-a7a2167dd25e,C166,P003,Phone,1000.0,5,East,placed,2025-04-09 10:20:17,2025-04-09
f7f89d95-7c20-41a5-945c-115355bc7ab8,C865,P003,Shoes,120.0,4,North,placed,2025-04-09 10:20:19,2025-04-09
74484251-0099-403f-b471-b38058857ece,C480,P002,Headphones,600.0,2,North,shipped,2025-04-09 10:20:21,2025-04-09
51d7ae41-f99c-4b03-bd14-67c7762b9d38,C169,P003,Phone,150.0,5,East,placed,2025-04-09 10:20:23,2025-04-09
7a185047-eed6-434d-afd3-0fc1ca7ea622,C910,P003,Laptop,600.0,4,West,cancelled,2025-04-09 10:20:25,2025-04-09
0297b74f-dc4a-44d4-a7ab-5df9ae09a30d,C585,P004,Shoes,150.0,3,East,cancelled,2025-04-09 10:20:27,2025-04-09
7be59777-3b18-484e-a1f6-bd31ff78c726,C138,P004,Headphones,120.0,4,North,cancelled,2025-04-09 10:20:29,2025-04-09
64da92a4-9eff-40bd-8255-eabf69e0e9f4,C408,P004,Phone,1000.0,5,East,shipped,2025-04-09 10:20:31,2025-04-09
661551ac-b66a-49d0-adb5-3d3b7723f00f,C244,P004,Phone,1000.0,1,West,shipped,2025-04-09 10:20:33,2025-04-09
90850781-e19e-4a2a-9777-aa0fbc66f2b1,C118,P001,Phone,150.0,4,West,cancelled,2025-04-09 10:20:35,2025-04-09
1437ec11-8d98-4ff8-a4a7-8fa4f4a9100b,C221,P003,Phone,150.0,5,West,shipped,2025-04-09 10:20:37,2025-04-09
655ebac9-74c2-4685-a3ff-631ed1193a0f,C856,P003,Phone,150.0,5,South,cancelled,2025-04-09 10:20:39,2025-04-09
57f8b6a6-e841-4451-9840-451ec03161b4,C334,P004,Laptop,1000.0,5,West,placed,2025-04-09 10:20:41,2025-04-09
32241cb2-80e5-48ac-bebf-ba6e2bcc2514,C569,P001,Phone,1000.0,2,North,shipped,2025-04-09 10:20:43,2025-04-09
e6809623-1857-469e-bdc3-b7104a0c2f02,C423,P002,Phone,120.0,5,East,cancelled,2025-04-09 10:20:45,2025-04-09
9fb21da2-0a7f-4a61-9820-e642c4334a97,C662,P001,Laptop,1000.0,4,North,placed,2025-04-09 10:20:47,2025-04-09
bda07616-8208-4b33-8162-4b9662d9e63e,C832,P001,Shoes,1000.0,1,North,cancelled,2025-04-09 10:20:49,2025-04-09
a56e437d-96f1-457b-a3f7-039e52c2fc1f,C634,P001,Shoes,1000.0,1,East,cancelled,2025-04-09 10:20:51,2025-04-09
8db25eb8-4081-4440-b405-4eed6ccafc25,C810,P003,Phone,150.0,4,North,placed,2025-04-09 10:20:53,2025-04-09
7c5296e4-188f-43c7-8cb0-e3662ce5e362,C631,P001,Phone,150.0,5,West,cancelled,2025-04-09 10:20:55,2025-04-09
bcc45ef5-1278-454f-b378-808619f55ed2,C595,P004,Laptop,150.0,5,East,cancelled,2025-04-09 10:20:57,2025-04-09
3ad4b8c9-b575-4390-8687-0d983e84dd8b,C406,P004,Phone,120.0,3,North,placed,2025-04-09 10:20:59,2025-04-09
1cbaa886-9f3d-4bb8-a21a-7839975fd07d,C308,P002,Phone,120.0,2,East,cancelled,2025-04-09 10:21:01,2025-04-09
32beb1e2-2d8b-40ae-be69-14c8c78c4fe5,C786,P001,Headphones,120.0,5,East,shipped,2025-04-09 10:21:03,2025-04-09
a56c5b29-7a8b-453c-a1c0-6fa1cb7832df,C555,P001,Shoes,150.0,4,West,placed,2025-04-09 10:21:05,2025-04-09
16a5c85a-8fd0-4303-8ccc-7e9b5d3d5080,C750,P001,Shoes,600.0,5,South,placed,2025-04-09 10:21:07,2025-04-09
f1c6a327-f3d3-49a9-950e-c751f725f95c,C575,P004,Laptop,150.0,3,North,shipped,2025-04-09 10:21:09,2025-04-09
991b0451-7f48-4d52-9b02-257797683dd3,C479,P002,Headphones,120.0,4,South,placed,2025-04-09 10:21:11,2025-04-09
95aaabd9-8b70-43df-80a5-fa166b524e4d,C946,P002,Shoes,150.0,1,East,cancelled,2025-04-09 10:21:13,2025-04-09
0b5d5a22-810e-4d4c-818e-8b1cb196cf37,C111,P002,Laptop,150.0,3,South,placed,2025-04-09 10:21:15,2025-04-09
322a06e9-e6e3-4b08-bb2f-30584fdb57a5,C878,P001,Headphones,600.0,5,North,placed,2025-04-09 10:21:17,2025-04-09
fb18a0e8-8132-43a7-bb05-ba28976f3a75,C317,P004,Shoes,1000.0,2,West,shipped,2025-04-09 10:21:19,2025-04-09
87aa5336-39ba-4f1b-b2a6-43ca8d4d2238,C676,P004,Laptop,600.0,3,North,placed,2025-04-09 10:21:21,2025-04-09
2d5acf6b-9178-42ff-8064-ba7cfeec99c4,C799,P003,Laptop,600.0,3,East,shipped,2025-04-09 10:21:23,2025-04-09
65c9141d-fb1b-4ed9-b5e2-c44400081440,C504,P002,Phone,120.0,1,East,cancelled,2025-04-09 10:21:25,2025-04-09
b5284caa-8817-44cc-b795-48b7f772c77e,C455,P001,Laptop,120.0,5,East,cancelled,2025-04-09 10:21:27,2025-04-09
d2bf59cc-d9f8-466c-af4e-c4848f0f4a41,C648,P001,Shoes,600.0,4,East,cancelled,2025-04-09 10:21:29,2025-04-09
5b896132-7a03-4d53-9f06-2c30601809c0,C252,P001,Headphones,1000.0,2,North,shipped,2025-04-09 10:21:31,2025-04-09
868f80ef-b14f-4811-9899-48762cc4a19c,C112,P001,Laptop,600.0,5,East,shipped,2025-04-09 10:21:33,2025-04-09
eaa4e144-8783-43a5-a45c-62db37cfffad,C446,P003,Laptop,150.0,5,North,shipped,2025-04-09 10:21:35,2025-04-09
c282a3cb-37cf-4928-bc0f-3c8437262882,C460,P001,Shoes,600.0,1,West,shipped,2025-04-09 10:21:37,2025-04-09
0110aa30-101b-418e-854e-8f8899a28f3b,C290,P001,Shoes,120.0,1,North,placed,2025-04-09 10:21:39,2025-04-09
537dd06e-e781-4106-bd11-640d072185c9,C354,P002,Laptop,150.0,3,East,cancelled,2025-04-09 10:21:41,2025-04-09
83e420e2-b819-4dde-bb22-9099f4709f1f,C401,P003,Headphones,150.0,2,South,cancelled,2025-04-09 10:21:43,2025-04-09
49ae968c-fea8-4977-b07b-a5967a10e1b5,C169,P004,Laptop,120.0,3,West,placed,2025-04-09 10:21:45,2025-04-09
616672cb-eccc-4517-b66d-5c39cebee7e0,C309,P001,Headphones,600.0,5,West,shipped,2025-04-09 10:21:47,2025-04-09
07805240-ff8f-4bda-bea6-f016cfeb1050,C899,P001,Laptop,600.0,3,South,shipped,2025-04-09 10:21:49,2025-04-09
6d7096f5-8636-44ff-8078-c2817f8b1557,C173,P001,Laptop,1000.0,1,North,placed,2025-04-09 10:21:51,2025-04-09
517fa19a-89b5-4f14-acfd-492a82d78cbe,C992,P003,Phone,1000.0,2,East,cancelled,2025-04-09 10:21:53,2025-04-09
025cd42b-ed24-4738-9258-3a3de9389d5b,C344,P004,Shoes,120.0,4,South,placed,2025-04-09 10:21:55,2025-04-09
4ca27eb7-d0af-4db6-97b2-2aa78986dc77,C339,P003,Shoes,1000.0,1,South,placed,2025-04-09 10:21:57,2025-04-09
f20bec32-3981-480f-a64d-97d2ca75c7b9,C234,P003,Phone,150.0,1,East,cancelled,2025-04-09 10:21:59,2025-04-09
de94233d-022c-4b43-86bd-03898a95b4f9,C322,P004,Phone,150.0,3,South,placed,2025-04-09 10:22:01,2025-04-09
707b536b-c7c1-41ad-9b9e-a56eb2101559,C774,P001,Headphones,120.0,2,East,cancelled,2025-04-09 10:22:03,2025-04-09
035dba33-d4d4-4216-a463-0211c855bfc6,C438,P001,Headphones,1000.0,5,East,placed,2025-04-09 10:22:05,2025-04-09
0755cb97-6d55-4821-801e-2194281e4329,C877,P002,Phone,150.0,1,South,cancelled,2025-04-09 10:22:07,2025-04-09
0a43ed0a-d4ad-435d-8666-d890ad50094a,C842,P004,Laptop,1000.0,5,West,shipped,2025-04-09 10:22:09,2025-04-09
34c0d644-4376-4d1b-ad60-0cbd659cf3d2,C676,P001,Laptop,120.0,4,West,cancelled,2025-04-09 10:22:11,2025-04-09
b04b0536-07d4-49bd-bd5b-552a5b0c3290,C835,P002,Headphones,120.0,2,East,shipped,2025-04-09 10:22:13,2025-04-09
ba8efa66-fa54-407a-9683-a87d4a483673,C222,P003,Phone,150.0,4,East,shipped,2025-04-09 10:22:15,2025-04-09
743924e2-f558-457d-83c8-472aad258698,C610,P002,Shoes,1000.0,1,North,placed,2025-04-09 10:22:17,2025-04-09
5db2e53d-fd75-494c-99e8-63d0a097f468,C892,P003,Phone,120.0,1,West,cancelled,2025-04-09 10:22:19,2025-04-09
06a203e7-9435-4ce4-8368-67c29430a465,C118,P002,Shoes,1000.0,1,South,cancelled,2025-04-09 10:22:21,2025-04-09
d2b9f35b-2ef0-4f5f-8a9f-09099369a0cf,C559,P004,Phone,600.0,3,North,cancelled,2025-04-09 10:22:23,2025-04-09
69d10c54-9dd3-40d8-8fec-dec5c3654a42,C673,P002,Headphones,600.0,1,West,shipped,2025-04-09 10:22:25,2025-04-09
6a2cd90d-016d-4ac6-a7b1-6ef07b78df84,C370,P004,Phone,150.0,1,South,placed,2025-04-09 10:22:27,2025-04-09
9307ed00-1f4d-48cb-beca-6af370316f19,C769,P001,Laptop,120.0,2,West,shipped,2025-04-09 10:22:29,2025-04-09
f9387937-ba51-4d43-984f-d21c3127e965,C169,P003,Laptop,150.0,1,South,placed,2025-04-09 10:22:31,2025-04-09
d0c52699-cc3c-4804-9e4f-fe4b352faecf,C881,P002,Laptop,1000.0,5,East,cancelled,2025-04-09 10:22:33,2025-04-09
d4b77522-30d8-460d-9993-b00888209f05,C648,P002,Phone,150.0,1,East,cancelled,2025-04-09 10:22:35,2025-04-09
1f0a897d-e062-463f-998a-e78114c94bcb,C939,P004,Laptop,150.0,4,West,cancelled,2025-04-09 10:22:37,2025-04-09
e6b6d879-3a9b-437c-907a-fa98de2addf3,C722,P004,Headphones,120.0,4,South,placed,2025-04-09 10:22:39,2025-04-09
fa92b2d4-0a6e-4b38-8f51-ca06a05584fd,C355,P004,Shoes,600.0,5,South,cancelled,2025-04-09 10:22:41,2025-04-09
2a106322-74c5-4e91-9267-69e0863f86e6,C571,P004,Headphones,1000.0,2,North,cancelled,2025-04-09 10:22:43,2025-04-09
8de0b1fa-63d7-4b4b-9ac8-e11873dc9791,C298,P001,Headphones,120.0,3,South,cancelled,2025-04-09 10:22:45,2025-04-09
6c78c2e8-ceda-48a0-a2e0-1292c2d801c8,C781,P001,Laptop,120.0,1,North,placed,2025-04-09 10:22:47,2025-04-09
